do i need to fill up my tires,tire_pressure
tell me the content of my to do list today,todo_list
add washing dishes to my to do list,todo_list_update
i need to know what traffic will be like in temp,traffic
what transactions did i make yesterday at the flea market,transactions
what is the process to move money from one account to another,transfer
can you translate cat into russian for me,translate
are there any travel alerts for ukraine,travel_alert
alert my bank and let them know that i'm travelling to switzerland,travel_notification
what are some touristy things to do in boston,travel_suggestion
schedule me an uber to the mall,uber
god's plan will be added to my new playlist,update_playlist
can you tell me what you refer to me as,user_name
do i need a vaccination to go to china,vaccines
where do i get the form i need for taxes,w2
what is the weather going to be like,weather
what do you like to do for fun,what_are_your_hobbies
what kinds of questions can you respond to,what_can_i_ask_you
do you have a preference regarding what i should call you,what_is_your_name
what's the name of this tune,what_song
what's your hometown,where_are_you_from
"switch to whisper mode, please",whisper_mode
are you employed by someone,who_do_you_work_for
i'd like to know who made you,who_made_you
that's the truth,yes
