what events are on my calendar for april 1st,calendar
does my calendar include an event called shana's baby shower,calendar
i need to add my doctor's appointment to my calendar for the first,calendar_update
get rid of everything on my calendar for march 2nd,calendar_update
go ahead and delete the doctor appointment i have scheduled for monday,calendar_update
please put taco night on the house calendar date of january 6,calendar_update
i need to remove an event from my calendar,calendar_update
what's the calorie content of cheetos,calories
what is the calorie content of a scoop of chocolate ice cream,calories
how many calories are in cookies,calories
tell me the amount of calories in muffins,calories
what about the calories for this chicken salad,calories
undo this process,cancel
no more talking,cancel
don't do this process,cancel
can you cancel,cancel
please abandon the current job,cancel
please cancel my 7:30 reservation for morton's,cancel_reservation
i won't require my reservation anymore,cancel_reservation
"cancel the dinner reservation i made, okay",cancel_reservation
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,cancel_reservation
can you cancel my reservation on tuesday for chris at stella maris,cancel_reservation
could i rent a car out of dallas from april 1-10,car_rental
please book a car for me in bangkok,car_rental
help me to book a car rental in sacremento,car_rental
"will you help me rent a car from march 2 to 6th in dallas i want a bmw suv, if possible",car_rental
i need to find a rental car since i'm travelling to new york tomorrow,car_rental
why was my card declined for my monthly netflix subscription payment,card_declined
i was at target trying to buy candles and my card got declined,card_declined
why was my card declined,card_declined
bloomingdale's declined my card and i'd like to know why,card_declined
why did macy's decline my card,card_declined
"if i fly internationally, do brittish airwaiys have carry-on limitations",carry_on
is there a carry on weight limit,carry_on
do i have to pay for carry-ons on delta,carry_on
tell me the carry-on restrictions for united airlines,carry_on
what am i allowed to carry on for american airlines,carry_on
set to female voice,change_accent
i want your accent changed to the male british one,change_accent
go ahead and change your accent to the male british one,change_accent
switch to a different accent,change_accent
i prefer female voice now,change_accent
i want your new name to be joshua,change_ai_name
i want to change your name to another name,change_ai_name
i gotta change your name to remy,change_ai_name
your name will be queen,change_ai_name
please respond to me when i reference skynet,change_ai_name
can you translate that to french,change_language
i need to change language to spanish,change_language
change the native language,change_language
can you speak to me in chinese,change_language
can you speak to me in french,change_language
change the speed of your voice to slower,change_speed
can you talk slower please,change_speed
please don't speak so fast,change_speed
can you slow your speaking down,change_speed
how do i change your options so that you speak more slowly,change_speed
i need to change my name to something else for you to call me,change_user_name
call me stevie,change_user_name
you can call me jeff,change_user_name
can i change my nickname,change_user_name
call me ishmael,change_user_name
can my volume be increased,change_volume
make the sound of my speaker greater,change_volume
turn your voice box down,change_volume
raise volume,change_volume
set the volume to 4 now,change_volume
do you know if my reservation for dono is confirmed at 8 pm,confirm_reservation
i wanna confirm my reservation for 2/20 at 8 pm,confirm_reservation
i would like to try and confirm that i have a reservation at chili’s for melinda,confirm_reservation
confirm my reservation at dino's at 6 pm,confirm_reservation
do i still have the reservation on march 21 at 8pm,confirm_reservation
how long does it take to make shrimp scampi,cook_time
how long does it take to make lasagna,cook_time
for how long should i bake the brownies,cook_time
how much time do i need to make the chicken,cook_time
when should i take an apple pie out,cook_time
could you share what my current credit limit is,credit_limit
what's my visa card's credit limit,credit_limit
tell me the limit for credit on my mastercard,credit_limit
what credit limit do i have,credit_limit
what is my credit limit at,credit_limit
am i allowed to increase my credit limit to $1000,credit_limit_change
will you allow more spending on my visa,credit_limit_change
would i be able to increase my available credit by 600 dollars,credit_limit_change
is it possible to increase my credit limit to $1000,credit_limit_change
i need a credit raise by 1000 dollars,credit_limit_change
i'd like to know what my credit rating is,credit_score
what's my credit rating,credit_score
i would like to look up my credit score please,credit_score
is my credit score high,credit_score
find my credit score for me,credit_score
list my current gps coordinates,current_location
what do i do to find my current location,current_location
can you tell me how to figure out my current location,current_location
how can i go about finding my location right now,current_location
what street am i on right now,current_location
my dog ate my credit card and ruined it,damaged_card
my card got snapped in half,damaged_card
"my card got melted in the dryer and i need to report it, please",damaged_card
corner of my credit card is chipped off,damaged_card
"i need a report form for my damaged, demagnetized card",damaged_card
i'd like to know the date tomorrow,date
i need to know what the date is today,date
i need to know today's date please,date
what year is it,date
the date tomorrow is what,date
what does saffron mean,definition
what is the meaning of realism,definition
"what is the meaning of word ""rescind",definition
what is regard mean,definition
affiliate's definition is what,definition
do a websearch for direct deposit set up,direct_deposit
i'd like to have my paycheck direct deposited to my chase account,direct_deposit
how do i direct deposit my check,direct_deposit
i need to set up a direct deposit,direct_deposit
make it so my paycheck goes directly into my savings account,direct_deposit
does the bus go to the washington monument,directions
how do i get to the statue of liberty on foot,directions
"from here, how do i get to the statue of liberty by bus",directions
how do i get to the college by bus,directions
"search for the nearest atm to newark penn station, newark in new jersey",directions
how long will it take to drive to the kroger in westwood,distance
how long until i reach my destination,distance
"how far is the grand canyon from my current location in phoenix, az",distance
how long does it take to get to phoenix by bus,distance
"if i leave now, how long will it take me to drive to cape hatteras",distance
tell me all about the creatures you own,do_you_have_pets
i gotta know what kinds of pets you have,do_you_have_pets
tell me what kinds of pets you have,do_you_have_pets
what are the pets that you raise,do_you_have_pets
pets you have what kind,do_you_have_pets
how many dollars can i exchange for 200 pounds,exchange_rate
how many dollars can i exchange for 5000 rubles,exchange_rate
whats euros kroner in 25,exchange_rate
what is one dollar worth in mexico,exchange_rate
how much is 500 dollars in pesos,exchange_rate
please let me know when i need to renew my credit card,expiration_date
when's my visa card expiring,expiration_date
what is the expiration date on my card,expiration_date
can you find out for me when my credit card will be expiring,expiration_date
what is the expiration date on my credit card,expiration_date
my phone is lost - can you help me find it,find_phone
help me search for my phone,find_phone
i need help finding my mobile phone,find_phone
where did i put my phone,find_phone
i need to know where my phone is,find_phone
what is the projected time frame for the flight to land,flight_status
when does my flight arrive,flight_status
is there any news on flight dl123,flight_status
can you tell me the status of my delta flight,flight_status
what time is my flight supposed to board,flight_status
please flip a coin i hope its tails,flip_coin
choose heads or tails and tell me what you came up with,flip_coin
flip that coin once; it must be tails,flip_coin
i want you to flip a fair sided coin,flip_coin
please tell me if a coin lands on tails,flip_coin
how long can i keep pizza in the freezer for before it goes bad,food_last
"it turns out i have had pizza in the fridge since monday, so is it safe to eat",food_last
what's the time frame for hamburger stored in the freezer to go bad,food_last
what is the length of time i can leave pork in the fridge,food_last
how long until pork spoils in the fridge,food_last
"help me freeze my bank account, please",freeze_account
i need you to block my mutualone account now,freeze_account
freeze my bank account,freeze_account
could you put a stop on my bank account,freeze_account
i'd like a block on my charles schwab account immediately,freeze_account
lets go threw some trivia on sports,fun_fact
what is one thing i might not know about nike shoes,fun_fact
give me an interesting fact about antarctica,fun_fact
"trivia about something,tell me some",fun_fact
do you know any fun facts about the ocean,fun_fact
how empty is my gas tank,gas
how many gallons do i have left,gas
what my fuel tank at,gas
is my gas tank at least half full,gas
do i need to get gas soon,gas
i want to know the type of gasoline for this car,gas_type
can i put normal unleaded in this car,gas_type
what kind of fuel does my vehicle run on,gas_type
i need to know what kind of gas to put in this car,gas_type
tell me the kind of fuel that my vehicle operates on,gas_type
"it was great to see you again, see ya later!",goodbye
it was nice chatting with you,goodbye
"syonara, ai device!",goodbye
bye now,goodbye
"nice talking again, bye",goodbye
hey there fellow,greeting
"hello, friend",greeting
"hey, ai",greeting
how are things for you,greeting
good evening,greeting
can i expect chili's to be busy at 4:30,how_busy
tell me how busy macaroni grill will be around 8 pm,how_busy
how busy is michel at 9,how_busy
what's the typical wait time at red lobster,how_busy
how long does it take to get a table at chili's,how_busy
where did you grow up,how_old_are_you
tell me how old you are,how_old_are_you
i want to know your age,how_old_are_you
how old will you be next year,how_old_are_you
i'd like to know how old you are,how_old_are_you
what are ways to improve my credit,improve_credit_score
what are some way s i can do to improe my credit score,improve_credit_score
tell me ways to improve my credit score,improve_credit_score
"i heard that opening a new account will decrease my credit score, is it true",improve_credit_score
are there ways for me to make my credit score better,improve_credit_score
how much money was deposited to my bank account from my employer this month,income
what's my paycheck going to be,income
can you tell me what my currnet salary is,income
how much am i getting paid today,income
can you tell me what my total income is for the pay period,income
can i use dark brown sugar instead of brown sugar,ingredient_substitution
what can i use as a substitute for yeast,ingredient_substitution
it is okay to replace water instead of milk,ingredient_substitution
is it ok to substitute spinach for lettuce,ingredient_substitution
can i use sour cream instead of yogurt,ingredient_substitution
what ingredients do i need to make broccoli cheddar soup,ingredients_list
what stuff would i need to make tortellini,ingredients_list
do you have a list of ingredients that i'll need for blondies,ingredients_list
what ingredients are in coffee cakes,ingredients_list
what all is in gumbo,ingredients_list
what insurance benefits am i getting,insurance
can you tell me my health plan,insurance
insurance benefit details,insurance
do you know what my health benefits are,insurance
what benefits are included in my package,insurance
what do i do for new insurance,insurance_change
i gotta switch to a new insurance plan,insurance_change
i am interested in acquiring new insurance,insurance_change
i need to know how to change my insurance,insurance_change
where do i go to get new insurance,insurance_change
what's the interest rate on my savings,interest_rate
what's my interest rate,interest_rate
how much interest am i getting on my savings,interest_rate
can you tell me my current interest rate,interest_rate
how percentage am i earning annually on my account,interest_rate
will i be charged for using my card in japan,international_fees
what are the international transaction fees on my amex,international_fees
will i be charged if i use my card in canada,international_fees
what are the foreign transaction fees for cuba,international_fees
i want to know if there is any transaction fee using washington federal card when i am in canada,international_fees
what documents to i need to go to egypt,international_visa
do i need a visa to go to cuba,international_visa
do i need a visa to go to greece,international_visa
will i need a visa to go to moldova,international_visa
would i need a tourist visa for brazil,international_visa
what is the procedure to jump start a car,jump_start
what do i do to jump start my car,jump_start
can you tell me how to jump start the car,jump_start
"my car needs to be jump started, guide me through it",jump_start
how do i fix a dead car battery,jump_start
was my last oil change on wednesday,last_maintenance
what day did i change my oil,last_maintenance
do you remember when i last changed my oil,last_maintenance
when did i last take my car in for maintenance,last_maintenance
when did i take my car to the mechanic,last_maintenance
it appears that my luggage has vanished,lost_luggage
my luggage has not arrived and i would like assistance locating it,lost_luggage
where do i begin the process of reporting my luggage lost,lost_luggage
what if i lost my luggage,lost_luggage
i lost my luggage coming from chicago on delta flight ab123,lost_luggage
i am going to call the landlord,make_call
call work,make_call
call sandra right now,make_call
phone sarah,make_call
dial x's phone please,make_call
it depends,maybe
i don't have a clue,maybe
"no idea, sorry",maybe
"sorry, i do not know",maybe
really dont know,maybe
can you tell me a good indian dish to make,meal_suggestion
what meal from italy do you suggest,meal_suggestion
i'd like an italian meal suggestion,meal_suggestion
give me some options on what to cook for dinner,meal_suggestion
what type of pizzas are available for dinner,meal_suggestion
what does life mean on a deeper level,meaning_of_life
what's the purpose of life,meaning_of_life
what is our purpose here on earth,meaning_of_life
life has what meaning or what's the secret to it,meaning_of_life
can you share with me your interpretation of the meaning of life,meaning_of_life
how many tablespoons and teaspoons is one cup,measurement_conversion
what is the conversion of inches to centimeters,measurement_conversion
how many kilos are in 10 pounds,measurement_conversion
how many centimeters are in an inch,measurement_conversion
how do you convert millimeters to decimeters,measurement_conversion
what meetings do i have today between noon and one,meeting_schedule
what's on my meeting schedule today,meeting_schedule
when is my meeting with dan scheduled for,meeting_schedule
"tell me my scheduled meetings for today only, please",meeting_schedule
when is today's meeting with john,meeting_schedule
what is the minimum payment for my credit card bill,min_payment
how tiny a payment can i make on electric bill,min_payment
please lookup the minimum i need to pay on my credit card,min_payment
what is my bill's minimum payment,min_payment
what's the least i can pay on the medical payments for february,min_payment
my mpg is how much,mpg
what gas mileage does my car get,mpg
tell me what this cars highway mpg is,mpg
what's my current mpg,mpg
what's the mileage on my car,mpg
i would like to apply for a bank of america travel rewards credit card,new_card
is this how i apply for a discover card,new_card
tell me the process of applying for a apollo card,new_card
how do i apply for a barclay's card,new_card
what if you want to obtain a new credit card,new_card
how many more weeks until the next holiday,next_holiday
to what extent until the following free day,next_holiday
when does this place let us have a holiday next,next_holiday
when is the next day off,next_holiday
i need to know when my next day off is,next_holiday
jump to the next song on this playlist,next_song
stop this song and go to the next one,next_song
switch to the next song on this playlist please,next_song
go to my next song,next_song
go to next song,next_song
i must say no,no
no thank you,no
that's not true,no
i would say that the statement is definitely false,no
nay,no
"nutrition information for chicken nuggets, please",nutrition_info
"i'd like to know the nutritional content of eggs, please",nutrition_info
what's the nutritional info for a cheeseburger,nutrition_info
can you give me information about the nutrition facts for celery,nutrition_info
is pizza considered healthy,nutrition_info
what are the procedures for changing my oil,oil_change_how
what do i need in order to change my oil,oil_change_how
can you tell me the steps to change the oil in my car,oil_change_how
i want to change the oil in my car,oil_change_how
what do i need to change my oil,oil_change_how
oil changes are typical done how often,oil_change_when
when is my oil due to be changed,oil_change_when
do you change the oil in your car more than once a year,oil_change_when
when do i need my oil changed,oil_change_when
i need to know when my oil should be changed,oil_change_when
buy all the things on the shopping list,order
"i'm out of cat food, order more",order
i need to buy everything on the shopping list,order
can you please order me more plastic bags,order
add everything to my shopping cart,order
i need to order more checks for my savings account,order_checks
"can you order me more checks, please",order_checks
how can i order more checks since i do not have any more,order_checks
please show me how to order more checks for my savings account,order_checks
can you get me more checkbooks for my southern account,order_checks
what is the status of my recent order,order_status
has my order been shipped,order_status
what's going on with my order,order_status
look up the status of the order i placed online,order_status
"track package, please",order_status
i need to pay this month's tv subscription fee,pay_bill
pay the cable bill with my visa card,pay_bill
i want to pay my rent bill,pay_bill
pay my electric bill from my paypal account,pay_bill
i'd like to pay my coned bill,pay_bill
when will my next paycheck come,payday
tell me when i received my most recent paycheck,payday
what day do i get paid next,payday
when will i get paid next,payday
when am i paid,payday
i gotta change my pin number for my debit account,pin_change
i cannot remember what my pin is for my bank of america checking account,pin_change
change my amex pin to 1234,pin_change
i wanna change my pin number for my credit acount,pin_change
i got to change my pin number for my account,pin_change
i want to hear my rock playlist,play_music
start up some music,play_music
play a song for me,play_music
can you put on music by beach house,play_music
play the song that goes like hey jude don't make it bad,play_music
will i need a socket converter when i go to france,plug_type
are socket converters needed in lisbon,plug_type
what type of plug do i need to bring if i visit japan,plug_type
how do i know what the outlets are like,plug_type
what kind of outlets does havana have,plug_type
would you provide the number of vacation days i have,pto_balance
let me know the number of vacation days i have,pto_balance
what is the amount of vacation days i have left,pto_balance
do i have any remaining pto days,pto_balance
how many days of vacation do i have,pto_balance
would you be able to tell me how to make a vacation request,pto_request
i need a pto request on march 1 to 2,pto_request
please make a pto request from dates september 1 to 15,pto_request
"from december 22nd to the 25th, make me a pto request",pto_request
what is the process for requesting a vacation,pto_request
did they approve my day off request,pto_request_status
has my vacation request been approved yet,pto_request_status
do you know if my vacation was approved yet or not,pto_request_status
did you get confirmation my vacation is a go,pto_request_status
how is my vacation request looking,pto_request_status
can you tell me how many vacation days i've taken,pto_used
my pto used so far is what right now,pto_used
tell me the number of days off i took this year,pto_used
how many vacation days have i taken,pto_used
how much paid time off do i have left,pto_used
blackberry pie instructions,recipe
find a recipe for german chocolate cake,recipe
how do i make lassagna,recipe
i need you to find me a recipe for fried shrimp,recipe
what is a good chili recipe,recipe
i'd like to redeem my credit card points,redeem_rewards
can i convert my credit card points to milage,redeem_rewards
do i have enough points to for a redemption,redeem_rewards
can i use my credit card point on amazon,redeem_rewards
walk me through reward redemption from my barclay's card,redeem_rewards
what did i put on my list of reminders,reminder
please tell me everything on my list of reminders,reminder
what's on the reminder list,reminder
can you tell me what things i was trying to remember,reminder
what did i want to remember again,reminder
dont let me forget to do that thing later,reminder_update
set a reminder for me to do this in a bit,reminder_update
remind me to bring a jacket in tomorrow,reminder_update
remind me,reminder_update
create a reminder to pay taxes on monday,reminder_update
i didn't hear you can you repeat that,repeat
i would like you to repeat yourself,repeat
restate the last thing you told me,repeat
ai could you say that again,repeat
i did not understand say it again,repeat
how long will a new card take to come in the mail,replacement_card_duration
how many days till i get a new card to replace the stolen one,replacement_card_duration
what date will my replacement card arrive on,replacement_card_duration
how many days will it take to get a new credit card to replace the one stolen from me,replacement_card_duration
how many days does it take to receive a new card,replacement_card_duration
i think i've been the victim of fraud,report_fraud
"i want to report fraudulent activity on my visa card, please",report_fraud
i have detected fraudulent activity on my account,report_fraud
how do i let visa know about a charge i didn't make,report_fraud
i suspect fraudulent transaction,report_fraud
i lost my amex and need to report it,report_lost_card
"i need to report my card as stolen, please",report_lost_card
what must i do to report my card lost,report_lost_card
i have to report my card as stolen,report_lost_card
i lost my debit card and need it reported as lost,report_lost_card
reset to original settings,reset_settings
please reset the factory settings,reset_settings
would you please reboot yourself to factory settings,reset_settings
let's go to default settings,reset_settings
help me get my device back to it's factory settings,reset_settings
i think i need to make a reservation for 8 pm at red robin for 3,restaurant_reservation
book a reservation for 3 at red lobster under the name steve,restaurant_reservation
i need you to reserve at table for a party of four at devon's for 6:00 pm,restaurant_reservation
you have to reserve a table for 4 at red robin under the name kevin at 7,restaurant_reservation
can you get me a table for 2 at mexico viejo at 3pm,restaurant_reservation
can you tell me if eating at outback's any good,restaurant_reviews
how good are the ratings for outback,restaurant_reviews
does buffalo wild wings have good reviews,restaurant_reviews
what do people say about village inn,restaurant_reviews
does mcdonalds have good reviews,restaurant_reviews
any new restaurants near the mall,restaurant_suggestion
give me some good restaurants,restaurant_suggestion
can you list off different restaurants,restaurant_suggestion
what decent restaurants around here are italian,restaurant_suggestion
i'm famished so give me some places to eat!,restaurant_suggestion
how would i be able to check my kohls rewards card,rewards_balance
how do i check how many rewards i have on my master card,rewards_balance
how many points did i get on my visa card,rewards_balance
what is my citigroup card's rewards balance,rewards_balance
how many rewards points do i have for my chase card,rewards_balance
what do you get if you roll a six sided dice,roll_dice
could you role a ten sided die,roll_dice
please roll dice,roll_dice
please do a dice roll,roll_dice
will you roll a 6 sided dice,roll_dice
how can i rollover my 401k at my new job,rollover_401k
can a 401k be rolled over,rollover_401k
i need help with my 401k rollver since i got a new job,rollover_401k
will my 401k rollover or not,rollover_401k
i need help to roll over my 401k,rollover_401k
where do i find the routing number for bank of america,routing
i want to know my routing number please,routing
how do i locate my routing number for tax reasons,routing
"ai, what is the routing number for my citibank savings account",routing
give me the routing number for my paragon account,routing
i need the soonest appointment for an oil change,schedule_maintenance
i need help cause my check engine light came on,schedule_maintenance
i want to schedule a tire check up somewhere,schedule_maintenance
my car needs maintenance scheduled,schedule_maintenance
i want to to schedule maintenance on my vehicle,schedule_maintenance
do you know how do i schedule a meeting,schedule_meeting
i want to know if there are meeting rooms available between 9:00 am and 11:00 am,schedule_meeting
are there meeting rooms available between 9-10,schedule_meeting
"can you schedule a meeting with james at the office, please",schedule_meeting
add a new meeting with tom for 6pm,schedule_meeting
will you let mary know my location,share_location
tell john and sam where i am,share_location
how can i show noel where i am right now,share_location
please let my mom and dad know my location,share_location
trey needs my current location,share_location
tell me what i put on the shopping list,shopping_list
what are my shopping list's content,shopping_list
list out what is on my shopping list,shopping_list
read my shopping list to me,shopping_list
read my entire shopping list to me,shopping_list
please remove ginger ale from my shopping list and add root beer,shopping_list_update
"is bacon on my shopping list, add if it's not",shopping_list_update
add eggs to my shopping list and remove cheese,shopping_list_update
please make sure oranges are on my shopping list,shopping_list_update
take carrots off my list for shopping,shopping_list_update
will you please get my furnace turned on,smart_home
turn on the fan,smart_home
start my vehicle,smart_home
lock all the doors,smart_home
make sure all doors are locked,smart_home
how do you spell syzygy,spelling
how do you spell guerrilla,spelling
how is water spelled,spelling
can you tell me how to spell manipulation,spelling
how do you spell antipathy,spelling
how much money did i spend at starbucks in the last week,spending_history
have i been spending more money at restaurants,spending_history
what was the total i spent at home depot last month,spending_history
can you tell me my spending history from last week,spending_history
have i been giving lot of money to food to food lately,spending_history
i would like to pair this with my new phone,sync_device
pair with my phone,sync_device
stop syncing with this phone,sync_device
connect with my phone please,sync_device
please connect with my phone,sync_device
what will i need to pay in federal taxes,taxes
how much will i have to pay in state taxes,taxes
help me calculate my federal tax bill,taxes
i would like to know how much i pay in taxes,taxes
what's the damage on my federal tax return,taxes
tell me something funny about parenting,tell_joke
tell me something that'll make me laugh,tell_joke
give me a joke about horses,tell_joke
say something funny,tell_joke
let me know something funny,tell_joke
text a message to alice,text
send a text message,text
send a text message to chris and ask what he wants to eat for dinner,text
please send ann a text and tell her i will be home in 20 minutes,text
i have to have a text sent,text
thank you for your time,thank_you
"that'll work, good job!",thank_you
you did a good job thank you,thank_you
thanks for your cooperation,thank_you
really great!,thank_you
have you the time,time
what time is it in russia,time
what's the current time in greenwhich,time
what is the time right now in the peruvian time zone,time
what is the current time in new york,time
start a timer for two minutes,timer
set a six minute timer,timer
wake me in an hour,timer
i gotta set a timer,timer
set a brand new timer for eight seconds,timer
time zone in france,timezone
do you know what timezone italy is in,timezone
french time zone,timezone
what timezone is russia in,timezone
i would like information on france's timezone,timezone
help me and let me know when i should replace my tires next if i last replaced them on june 2,tire_change
"tell me when i need to replace my tires, if i replaced them on october 1, 2017",tire_change
when will my tires need to be replaced,tire_change
how many times a year should i change my tires,tire_change
how much longer until i have to change my tires,tire_change
do i need to fill up my tires,tire_pressure
do the tires need air,tire_pressure
can you check the air in my tires,tire_pressure
let me know how low the air in my tires are,tire_pressure
how much pressure are currently in my tires,tire_pressure
tell me the content of my to do list today,todo_list
tell me what is on the list of things to do,todo_list
did i create a task to clean the gutters on my list,todo_list
do i have get an oil change on my todo list,todo_list
can you tell me the items on my to do list,todo_list
add washing dishes to my to do list,todo_list_update
i want you to add cleaning the toilet to my to do list,todo_list_update
take doing the dishes off my todo list,todo_list_update
cross volunteering off my todo list,todo_list_update
please get rid off everything on my to do list,todo_list_update
i need to know what traffic will be like in temp,traffic
i gotta know what the traffic is like on the way to phoenix,traffic
how is the traffic like on my way to fairfield,traffic
give me the traffic at lexington,traffic
what is the traffic like on the way to kaneohe,traffic
what transactions did i make yesterday at the flea market,transactions
i want to see my entertainment transactions,transactions
show me the transaction on macys,transactions
i need a recent transaction looked into,transactions
show me the last five transactions,transactions
what is the process to move money from one account to another,transfer
transfer money from one place to another,transfer
send 50 dollars between bank of america and chase accounts,transfer
put $40 from account a to b,transfer
send $5 from savings to checking,transfer
can you translate cat into russian for me,translate
how does one say thank you in spanish,translate
what is hello in french,translate
"how would i say, 'i don't know the answer' in spanish",translate
i wanna know a phrase in spanish,translate
are there any travel alerts for ukraine,travel_alert
"can you give me the travel alerts for jalisco, mexico",travel_alert
can i safely travel to brazil,travel_alert
inform me if there's a travel alert for the country,travel_alert
tell me about any travel alerts issued for germany,travel_alert
alert my bank and let them know that i'm travelling to switzerland,travel_notification
"i am going to south america, let my bank know",travel_notification
let my bank know that i'm going to norway between march 3 and march 5,travel_notification
i'm traveling to belgium soon and want to inform my bank,travel_notification
"i am going to asia in a bit, i should tell the bank",travel_notification
what are some touristy things to do in boston,travel_suggestion
where should i travel if i want to go to a nice beach,travel_suggestion
do you know of any activities in nashville,travel_suggestion
are there any interesting activities to do in austin,travel_suggestion
what's a good place to travel to,travel_suggestion
schedule me an uber to the mall,uber
"i would like an uber going to atlantic city, new jersey",uber
call an uber that fits 5 people that are on their way to wendys,uber
i need to catch an uber to cal expo,uber
i want to reserve an uber to go to the airport,uber
god's plan will be added to my new playlist,update_playlist
add a song to my rock playlist,update_playlist
add walk by pantera to my playlist,update_playlist
i need to add this song to my playlist of rock,update_playlist
i wanna add this song to my rock playlist,update_playlist
can you tell me what you refer to me as,user_name
what name do you use to talk about me,user_name
what is my name saved under,user_name
let me know what do you call me,user_name
what is my first name saved as,user_name
do i need a vaccination to go to china,vaccines
do i need specific shots before traveling to germany,vaccines
what are common vaccinations for someone travelling internationally,vaccines
do i need any shots before i go to south africa,vaccines
do i need shots to go to thailand,vaccines
where do i get the form i need for taxes,w2
can you locate my w-2,w2
who has the tax form that shows my wages,w2
i would like to know how to find my w-2,w2
what is the location of my w2 that is needed for taxes,w2
what is the weather going to be like,weather
what's the chance of rain on friday,weather
"is it snowing right now in richmond, va",weather
what is the high temperature for tomorrow,weather
how cold is it going to be tonight,weather
what do you like to do for fun,what_are_your_hobbies
what kinds of things are you into,what_are_your_hobbies
what are your favorite hobbies to take part in,what_are_your_hobbies
can you tell me some of your hobbies,what_are_your_hobbies
what things do you like to do,what_are_your_hobbies
what kinds of questions can you respond to,what_can_i_ask_you
what do you know,what_can_i_ask_you
what kind of questions do you accept,what_can_i_ask_you
what types of questions do you have a response for,what_can_i_ask_you
tell me the subject areas you are familiar with,what_can_i_ask_you
do you have a preference regarding what i should call you,what_is_your_name
"when referring to you, what name do you want me to use",what_is_your_name
what name should i use for you,what_is_your_name
what name should i use to address you,what_is_your_name
what should i refer to you as,what_is_your_name
what's the name of this tune,what_song
help me to know what song is playing,what_song
what's the name of the current song,what_song
what is the current song,what_song
what's song am i hearing,what_song
what's your hometown,where_are_you_from
would you care to let me know where you were made,where_are_you_from
what city were you born in,where_are_you_from
where did you live before here,where_are_you_from
where were you before moving here,where_are_you_from
"switch to whisper mode, please",whisper_mode
i think we should whisper,whisper_mode
change out of whisper mode,whisper_mode
i want your setting adjusted to whisper voice now,whisper_mode
i want whisper mode to be switched off,whisper_mode
are you employed by someone,who_do_you_work_for
what does your boss go by,who_do_you_work_for
are you here to serve me,who_do_you_work_for
what organization do you work for,who_do_you_work_for
do you happen to be employed by me,who_do_you_work_for
i'd like to know who made you,who_made_you
who brought you up,who_made_you
who supplied your instructions,who_made_you
let me know who made you,who_made_you
the programmer who made you is who,who_made_you
that's the truth,yes
that statement was correct,yes
the answer to that is affirmative,yes
"yes, that is right",yes
absolutely!,yes
