what what kind money is available in my bank accounts,balance
how much is in savings,balance
what is my bank balance for all accounts,balance
how much do i need to pay on my bills,bill_balance
"for my water and electricity, how much is the bill",bill_balance
i need to know my bill total for my verizon payment due this month,bill_balance
add all my bills for this month and tell me the total,bill_balance
what am i being charged for my water bill,bill_balance
how much do i have to pay for my cable bill,bill_balance
what's the balance on my sprint account,bill_balance
how much is my internet bill,bill_balance
can you check the balance on the water bill,bill_balance
what do i owe for my utilities bill,bill_balance
tell me when my bill will be due,bill_due
where should i look for when my gas bill is due,bill_due
when do i need to pay my annual payment for auto insurance,bill_due
i need to know the due date for my credit card,bill_due
on what day do i have to pay my nordstrom bill,bill_due
what's the due date for the credit card,bill_due
is my at&t bill do soon,bill_due
what is the due date on my xfinity internet bill for february,bill_due
how do i ascertain when my next insurance payment will be,bill_due
tell me when i have to pay my bill,bill_due
book me a flight from o'hare to las vegas on deltacom,book_flight
i need you to get me a flight booked from houston to miami on united airlines,book_flight
make delta reservation from madison to atlanta,book_flight
compare fares for al italia from bucharest to tampa returning before thanksgiving,book_flight
book a flight from denver to austin on the 16th and returning on the 20th,book_flight
i need a flight from nyc to paris with delta,book_flight
reserve me a flight from ft lauderdale to houston on southwest,book_flight
could you make a flight reservation with air emirates from orlando to london,book_flight
i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,book_flight
could you check and let me know roundtrip flights from dallas to houston for march 7 and march 20,book_flight
find me a hotel in seattle with great reviews,book_hotel
help me find a good reviews hotel in la,book_hotel
are there any openings in new york city from april 2 through april 8,book_hotel
find a suitable lodging in vancouver on march 16-19,book_hotel
book me a hotel in new york near the empire state building from marc 2nd to 4th,book_hotel
book me a hotel with good ratings in nashville,book_hotel
help me find a hotel in that has good reviews in columbus,book_hotel
"in paris, get me a hotel room for 4 people from march 1st to 3rd",book_hotel
i need a hotel room for 4 people in lakewood from monday to wednesday,book_hotel
look up hotels with positive reviews in new york city,book_hotel
subtract 100 from 12,calculator
what is 5 x 4,calculator
what is 2+2,calculator
what is 750 divided by 5,calculator
what is 10 + 20,calculator
subtract 85 from 997,calculator
can you do a math problem,calculator
what is 10 to the 12th power,calculator
what is 1785 minus 334 minus 87 plus 374 minus 400 plus 17,calculator
what is the square root of 10500,calculator
tell me what is on my calendar for april 1,calendar
read me my schedule for march 2,calendar
what am i supposed to be doing today,calendar
what events are on my calendar for april 1st,calendar
does my calendar include an event called shana's baby shower,calendar
what do i have on my calendar for march 2,calendar
do i have anything on my calendar next sunday,calendar
do i have anything on my calendar for march 2nd,calendar
do i have any appointments on tuesday,calendar
what do i have to do on march 2 that's on my calendar,calendar
i need to add my doctor's appointment to my calendar for the first,calendar_update
get rid of everything on my calendar for march 2nd,calendar_update
go ahead and delete the doctor appointment i have scheduled for monday,calendar_update
please put taco night on the house calendar date of january 6,calendar_update
i need to remove an event from my calendar,calendar_update
can you change the date of the doctor's appointment event in my calendar from april 1 to april 3rd,calendar_update
add my birthday to my calendar for next month on the 5th,calendar_update
i wanna remove fishing from my calendar for soccer,calendar_update
take pat's appointment off my calendar,calendar_update
delete my golf tournament event from tomrrow,calendar_update
what's the calorie content of cheetos,calories
what is the calorie content of a scoop of chocolate ice cream,calories
how many calories are in cookies,calories
tell me the amount of calories in muffins,calories
what about the calories for this chicken salad,calories
how many calories are in vanilla ice cream,calories
how many calories are in a can of coke,calories
how many calories are in chocolate cake,calories
what's the caloric content if you eat roast beef,calories
how many calories are in a large fry,calories
undo this process,cancel
no more talking,cancel
don't do this process,cancel
can you cancel,cancel
please abandon the current job,cancel
stop that,cancel
abort,cancel
actually forget that i don't need it,cancel
shhhh,cancel
just shut up,cancel
please cancel my 7:30 reservation for morton's,cancel_reservation
i won't require my reservation anymore,cancel_reservation
"cancel the dinner reservation i made, okay",cancel_reservation
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,cancel_reservation
can you cancel my reservation on tuesday for chris at stella maris,cancel_reservation
please cancel the reservation at zephers for joe and myself right now,cancel_reservation
get rid of my 4 pm reservation at the steakhouse please,cancel_reservation
can you cancel the reservation for kyle's party at red lobster,cancel_reservation
cancel my reservation for chris at jp field's,cancel_reservation
please cancel my reservation for dinner,cancel_reservation
could i rent a car out of dallas from april 1-10,car_rental
please book a car for me in bangkok,car_rental
help me to book a car rental in sacremento,car_rental
"will you help me rent a car from march 2 to 6th in dallas i want a bmw suv, if possible",car_rental
i need to find a rental car since i'm travelling to new york tomorrow,car_rental
"i will be in aiken on may 12 to may 16, i need to rent a car",car_rental
could i rent a car from tuesday to thursday out of lax,car_rental
"in nashville, i need a rental car booked",car_rental
is it possible to rent a car from laguardia from tuesday to friday,car_rental
is there a car rental available from tuesday to thursday out of lax,car_rental
why was my card declined for my monthly netflix subscription payment,card_declined
i was at target trying to buy candles and my card got declined,card_declined
why was my card declined,card_declined
bloomingdale's declined my card and i'd like to know why,card_declined
why did macy's decline my card,card_declined
why did my card not get accepted there,card_declined
can you tell me why walmart declined my card,card_declined
my card did not work yesterday,card_declined
how come starbucks declined my card when i tried to use it to pay,card_declined
can you tell me why my card was declined yesterday,card_declined
"if i fly internationally, do brittish airwaiys have carry-on limitations",carry_on
is there a carry on weight limit,carry_on
do i have to pay for carry-ons on delta,carry_on
tell me the carry-on restrictions for united airlines,carry_on
what am i allowed to carry on for american airlines,carry_on
"when taking a flight with lion to singapore, how many carry ons are allowed",carry_on
search for carry on rules for flights on delta airlines,carry_on
i need to know the carry-on restrictions for united airlines,carry_on
"when taking a flight with porter to toronto, how many carry ons can i take",carry_on
how many bags can i carry-on for flights on singapore airlines,carry_on
set to female voice,change_accent
i want your accent changed to the male british one,change_accent
go ahead and change your accent to the male british one,change_accent
switch to a different accent,change_accent
i prefer female voice now,change_accent
try using a different accent,change_accent
can you use male voice,change_accent
switch from the male to the female voice,change_accent
switch over to the male voice mode,change_accent
i must to the female voice,change_accent
i want your new name to be joshua,change_ai_name
i want to change your name to another name,change_ai_name
i gotta change your name to remy,change_ai_name
your name will be queen,change_ai_name
please respond to me when i reference skynet,change_ai_name
"from now on, your name will be buttercup",change_ai_name
i'd like to use another name for you,change_ai_name
please change the name of you to tim,change_ai_name
how can i change your name,change_ai_name
can i call you betty,change_ai_name
can you translate that to french,change_language
i need to change language to spanish,change_language
change the native language,change_language
can you speak to me in chinese,change_language
can you speak to me in french,change_language
how do i change the language that your responses are delivered in,change_language
is there an option to speak only in mandarin,change_language
"from now on, i want you to answer me using japanese",change_language
"i would like to have language set to spanish, please",change_language
i need your language setting to be russian now,change_language
change the speed of your voice to slower,change_speed
can you talk slower please,change_speed
please don't speak so fast,change_speed
can you slow your speaking down,change_speed
how do i change your options so that you speak more slowly,change_speed
"can you speak a little faster, please",change_speed
where do i find instructions on how to speed up voice replies,change_speed
how do i speed up the speech of this ai,change_speed
slow down your talking,change_speed
can you slow down,change_speed
i need to change my name to something else for you to call me,change_user_name
call me stevie,change_user_name
you can call me jeff,change_user_name
can i change my nickname,change_user_name
call me ishmael,change_user_name
"my name is stu, not sue!",change_user_name
can you call me something else,change_user_name
they call me josh,change_user_name
i want you to call me lord,change_user_name
can i have you call me something else,change_user_name
can my volume be increased,change_volume
make the sound of my speaker greater,change_volume
turn your voice box down,change_volume
raise volume,change_volume
set the volume to 4 now,change_volume
i'd like to turn up the volume,change_volume
the volume should be decreased,change_volume
can you turn this down,change_volume
i need it louder,change_volume
boost volume to 4,change_volume
do you know if my reservation for dono is confirmed at 8 pm,confirm_reservation
i wanna confirm my reservation for 2/20 at 8 pm,confirm_reservation
i would like to try and confirm that i have a reservation at chili’s for melinda,confirm_reservation
confirm my reservation at dino's at 6 pm,confirm_reservation
do i still have the reservation on march 21 at 8pm,confirm_reservation
does taco house have a reservation for jean,confirm_reservation
i would like to try and confirm that i have a reservation at hu hot for paulie,confirm_reservation
make sure my reservation is happening for john at olive garden,confirm_reservation
i'd like to confirm my reservation for 2/20 at 8 pm,confirm_reservation
can you check that there's a reservation for mark at sidetracks,confirm_reservation
how long does it take to make shrimp scampi,cook_time
how long does it take to make lasagna,cook_time
for how long should i bake the brownies,cook_time
how much time do i need to make the chicken,cook_time
when should i take an apple pie out,cook_time
how long am i supposed to cook pork loin,cook_time
how long should i cook a ny steak,cook_time
how long should i cook chicken thighs,cook_time
noodles need to cook for how long,cook_time
how long to reheat chinese food,cook_time
could you share what my current credit limit is,credit_limit
what's my visa card's credit limit,credit_limit
tell me the limit for credit on my mastercard,credit_limit
what credit limit do i have,credit_limit
what is my credit limit at,credit_limit
how high is my credit limit for my citigroup card,credit_limit
what is my credit limit looking like,credit_limit
how much is my credit limit,credit_limit
what is the credit limit for my bank of america card,credit_limit
what's the credit limit on my account,credit_limit
am i allowed to increase my credit limit to $1000,credit_limit_change
will you allow more spending on my visa,credit_limit_change
would i be able to increase my available credit by 600 dollars,credit_limit_change
is it possible to increase my credit limit to $1000,credit_limit_change
i need a credit raise by 1000 dollars,credit_limit_change
"i would like to increase my bank of america credit limit, can you help me",credit_limit_change
is it possible to have a higher limit on my visa,credit_limit_change
can i raise the credit limit for my discover card,credit_limit_change
i want to change my credit limit,credit_limit_change
can i raise the limit to 500 dollars,credit_limit_change
i'd like to know what my credit rating is,credit_score
what's my credit rating,credit_score
i would like to look up my credit score please,credit_score
is my credit score high,credit_score
find my credit score for me,credit_score
how do i find my credit score,credit_score
give me my credit score,credit_score
how do i see my credit score,credit_score
would you tell me my credit score,credit_score
are you able to lookup my credit rating,credit_score
list my current gps coordinates,current_location
what do i do to find my current location,current_location
can you tell me how to figure out my current location,current_location
how can i go about finding my location right now,current_location
what street am i on right now,current_location
what's my current location,current_location
where am i right this moment,current_location
please show me where i am on a map,current_location
help me find where i am,current_location
can i have my current gps coordinates,current_location
my dog ate my credit card and ruined it,damaged_card
my card got snapped in half,damaged_card
"my card got melted in the dryer and i need to report it, please",damaged_card
corner of my credit card is chipped off,damaged_card
"i need a report form for my damaged, demagnetized card",damaged_card
my card got damaged and i need to report it,damaged_card
my card is damaged so i can not use it,damaged_card
my broken card won't work,damaged_card
"i accidentally bent my card, what do i do",damaged_card
i demagnetized my card and want to report it,damaged_card
i'd like to know the date tomorrow,date
i need to know what the date is today,date
i need to know today's date please,date
what year is it,date
the date tomorrow is what,date
"in 2 days, what date will it be",date
"what is today's month, day and year",date
what is the month and day tomorrow,date
"in 100 days from now, what will be the date",date
what day is it gonna be in twenty-one days,date
what does saffron mean,definition
what is the meaning of realism,definition
"what is the meaning of word ""rescind",definition
what is regard mean,definition
affiliate's definition is what,definition
what is intercontinental mean,definition
what does zesty mean,definition
what's the meaning of a fortnight,definition
what does ataraxy mean,definition
what's affiliate definition,definition
do a websearch for direct deposit set up,direct_deposit
i'd like to have my paycheck direct deposited to my chase account,direct_deposit
how do i direct deposit my check,direct_deposit
i need to set up a direct deposit,direct_deposit
make it so my paycheck goes directly into my savings account,direct_deposit
what is needed for setting up direct deposit,direct_deposit
can you walk me through setting up direct deposits to my bank of internet savings account,direct_deposit
tell me how to set up direct deposit,direct_deposit
tell me how to set up direct deposit for my paycheck,direct_deposit
how do i get direct deposit set up,direct_deposit
does the bus go to the washington monument,directions
how do i get to the statue of liberty on foot,directions
"from here, how do i get to the statue of liberty by bus",directions
how do i get to the college by bus,directions
"search for the nearest atm to newark penn station, newark in new jersey",directions
is there a way to go by bus to olympia,directions
what's the nearest starbucks,directions
could you tell me how to get to the statue of liberty by bus,directions
guide me to a laundromat near me,directions
let me know how to get to the starbucks nearby,directions
how long will it take to drive to the kroger in westwood,distance
how long until i reach my destination,distance
"how far is the grand canyon from my current location in phoenix, az",distance
how long does it take to get to phoenix by bus,distance
"if i leave now, how long will it take me to drive to cape hatteras",distance
how miles does it take to get to red lobster from my current location,distance
how many hours will it take to get to my destination,distance
how fast can i get to target in trenton,distance
"so to go to brooklyn, it would take me how long again",distance
how long will it take to reach my doctors office,distance
tell me all about the creatures you own,do_you_have_pets
i gotta know what kinds of pets you have,do_you_have_pets
tell me what kinds of pets you have,do_you_have_pets
what are the pets that you raise,do_you_have_pets
pets you have what kind,do_you_have_pets
which animals do you have at home,do_you_have_pets
"specifically, what pets do you own",do_you_have_pets
would you say that you are now a pet owner,do_you_have_pets
"if you had to choose, would you choose a cat or a dog",do_you_have_pets
what are the pet types you own,do_you_have_pets
how many dollars can i exchange for 200 pounds,exchange_rate
how many dollars can i exchange for 5000 rubles,exchange_rate
whats euros kroner in 25,exchange_rate
what is one dollar worth in mexico,exchange_rate
how much is 500 dollars in pesos,exchange_rate
what is the maximum dollars i can get for 6 yens,exchange_rate
whats dollars won in 15,exchange_rate
what is the yen worth in terms of the peso,exchange_rate
how many dollars can i exchange for 10 yen,exchange_rate
tell me the exchange rate between rubles and dollars,exchange_rate
please let me know when i need to renew my credit card,expiration_date
when's my visa card expiring,expiration_date
what is the expiration date on my card,expiration_date
can you find out for me when my credit card will be expiring,expiration_date
what is the expiration date on my credit card,expiration_date
do i need a new card yet,expiration_date
tell me the month that my credit card will expire,expiration_date
how long is the validity of my credit card,expiration_date
during what month will my card's expiration date fall on,expiration_date
when will my discovery card expire,expiration_date
my phone is lost - can you help me find it,find_phone
help me search for my phone,find_phone
i need help finding my mobile phone,find_phone
where did i put my phone,find_phone
i need to know where my phone is,find_phone
i am looking for my phone,find_phone
tell me where my phone is,find_phone
i would like some help finding my phone,find_phone
can you find my iphone,find_phone
i don't know where i put my phone,find_phone
what is the projected time frame for the flight to land,flight_status
when does my flight arrive,flight_status
is there any news on flight dl123,flight_status
can you tell me the status of my delta flight,flight_status
what time is my flight supposed to board,flight_status
can you update me with the status of flight dl123,flight_status
tell me what time my flight ought to be landing,flight_status
when should the flight land,flight_status
is my delta flight on time,flight_status
how long until delta is at the gate,flight_status
please flip a coin i hope its tails,flip_coin
choose heads or tails and tell me what you came up with,flip_coin
flip that coin once; it must be tails,flip_coin
i want you to flip a fair sided coin,flip_coin
please tell me if a coin lands on tails,flip_coin
"filp a coin, i call heads",flip_coin
"ai, coin flip",flip_coin
flip that coin please,flip_coin
"flip that coin please, i choose heads",flip_coin
i ned you to flip a coin,flip_coin
how long can i keep pizza in the freezer for before it goes bad,food_last
"it turns out i have had pizza in the fridge since monday, so is it safe to eat",food_last
what's the time frame for hamburger stored in the freezer to go bad,food_last
what is the length of time i can leave pork in the fridge,food_last
how long until pork spoils in the fridge,food_last
has the leftover hamburger from last saturday gone bad,food_last
when does milk expire,food_last
how long does it take frozen steaks to go bad,food_last
"it seems to be that i have had pizza in the fridge since monday, so is it safe to eat",food_last
so how long can pizza last in the fridge,food_last
"help me freeze my bank account, please",freeze_account
i need you to block my mutualone account now,freeze_account
freeze my bank account,freeze_account
could you put a stop on my bank account,freeze_account
i'd like a block on my charles schwab account immediately,freeze_account
don't let payments go through using my bank account,freeze_account
please freeze my account,freeze_account
can i freeze my bank account,freeze_account
put a hold on my bank of america account right away please,freeze_account
i need a stop placed on my bank account please,freeze_account
lets go threw some trivia on sports,fun_fact
what is one thing i might not know about nike shoes,fun_fact
give me an interesting fact about antarctica,fun_fact
"trivia about something,tell me some",fun_fact
do you know any fun facts about the ocean,fun_fact
can you give me a good piece of trivia about the rainforest,fun_fact
can you tell me something i don't know about banks,fun_fact
please tell me an interesting tidbit about the roman empire,fun_fact
read me some interesting information about cats,fun_fact
i want to know a fun fact about pluto,fun_fact
how empty is my gas tank,gas
how many gallons do i have left,gas
what my fuel tank at,gas
is my gas tank at least half full,gas
do i need to get gas soon,gas
how much total gas do i have,gas
what is my current gas level at,gas
can my car get to reno with the gas currently in my tank,gas
i need to know how much gas i have,gas
what is the amount of gas left,gas
i want to know the type of gasoline for this car,gas_type
can i put normal unleaded in this car,gas_type
what kind of fuel does my vehicle run on,gas_type
i need to know what kind of gas to put in this car,gas_type
tell me the kind of fuel that my vehicle operates on,gas_type
what kind of gas does this car use,gas_type
what percentage gas do i need,gas_type
what gas do i need to fill the car up with,gas_type
tell me the gasoline type for this car,gas_type
what kind of gas should i put into this car,gas_type
"it was great to see you again, see ya later!",goodbye
it was nice chatting with you,goodbye
"syonara, ai device!",goodbye
bye now,goodbye
"nice talking again, bye",goodbye
"goodbye, helpful ai device!",goodbye
it was nice to catch up with you,goodbye
nice to see you,goodbye
"see you later, alligator",goodbye
farewell!,goodbye
hey there fellow,greeting
"hello, friend",greeting
"hey, ai",greeting
how are things for you,greeting
good evening,greeting
how is everything going,greeting
"ai, how are you feeling",greeting
whats up,greeting
how is life treating you,greeting
whats up with you,greeting
can i expect chili's to be busy at 4:30,how_busy
tell me how busy macaroni grill will be around 8 pm,how_busy
how busy is michel at 9,how_busy
what's the typical wait time at red lobster,how_busy
how long does it take to get a table at chili's,how_busy
how busy is jiro at 12 lunch time,how_busy
is red lobster busy at 6pm,how_busy
i want to know how busy ruby tuesday will be at around 8:45 pm,how_busy
what's the table wait at applebees,how_busy
how busy is mc donald at 8 in the morning,how_busy
where did you grow up,how_old_are_you
tell me how old you are,how_old_are_you
i want to know your age,how_old_are_you
how old will you be next year,how_old_are_you
i'd like to know how old you are,how_old_are_you
what year were you born,how_old_are_you
"how old are you, ai",how_old_are_you
what is the date of your birth,how_old_are_you
how old is al,how_old_are_you
are you young or old,how_old_are_you
what are ways to improve my credit,improve_credit_score
what are some way s i can do to improe my credit score,improve_credit_score
tell me ways to improve my credit score,improve_credit_score
"i heard that opening a new account will decrease my credit score, is it true",improve_credit_score
are there ways for me to make my credit score better,improve_credit_score
how do i keep my credit score from dropping,improve_credit_score
show me some ways to build my credit score,improve_credit_score
are there any new harmful things that could affect my credit score,improve_credit_score
tell me if opening a new account will decrease my credit score,improve_credit_score
is it true a hard pull hurts my credit score,improve_credit_score
how much money was deposited to my bank account from my employer this month,income
what's my paycheck going to be,income
can you tell me what my currnet salary is,income
how much am i getting paid today,income
can you tell me what my total income is for the pay period,income
how much money do i have coming in each month,income
can you tell me my exact salary,income
do you know anything about my income,income
what amount of money do i earn at work,income
look up how much i earn annually,income
can i use dark brown sugar instead of brown sugar,ingredient_substitution
what can i use as a substitute for yeast,ingredient_substitution
it is okay to replace water instead of milk,ingredient_substitution
is it ok to substitute spinach for lettuce,ingredient_substitution
can i use sour cream instead of yogurt,ingredient_substitution
can you sub half and half for heavy whipping cream,ingredient_substitution
is it acceptable to swap salt for baking soda,ingredient_substitution
i wanna sub sugar for salt,ingredient_substitution
can i substitute eggs for milk in a recipe,ingredient_substitution
can i use yogurt in place of sour cream,ingredient_substitution
what ingredients do i need to make broccoli cheddar soup,ingredients_list
what stuff would i need to make tortellini,ingredients_list
do you have a list of ingredients that i'll need for blondies,ingredients_list
what ingredients are in coffee cakes,ingredients_list
what all is in gumbo,ingredients_list
what do you need to make general tsao's chicken,ingredients_list
what goes into a strawberry smoothie,ingredients_list
show me the ingredients that i need for ceviche,ingredients_list
what kind of stuff is in potato salad,ingredients_list
ingredients needed to make a mexican lasagna,ingredients_list
what insurance benefits am i getting,insurance
can you tell me my health plan,insurance
insurance benefit details,insurance
do you know what my health benefits are,insurance
what benefits are included in my package,insurance
what kind of insurance plan am i enrolled in,insurance
what health benefits can i use,insurance
what are the benefits i get for my health,insurance
what are the health benefits i have,insurance
what are my insurance amenities,insurance
what do i do for new insurance,insurance_change
i gotta switch to a new insurance plan,insurance_change
i am interested in acquiring new insurance,insurance_change
i need to know how to change my insurance,insurance_change
where do i go to get new insurance,insurance_change
walk me through making changes to my insurance policy,insurance_change
what steps do i need to take to switch my insurance plan from an hmo to a high deductible ppo plan,insurance_change
"i need to get new insurance, how do i do it",insurance_change
i want to get a new car insurance plan,insurance_change
i would like you to help me get on another united healthcare insurance plan,insurance_change
what's the interest rate on my savings,interest_rate
what's my interest rate,interest_rate
how much interest am i getting on my savings,interest_rate
can you tell me my current interest rate,interest_rate
how percentage am i earning annually on my account,interest_rate
could you find my interest rate for me,interest_rate
i need to know my interest rate,interest_rate
can i find out my checking interest rate online,interest_rate
let me know my ally interest rate,interest_rate
i wanna know the interest rate on my bank of america cd account,interest_rate
will i be charged for using my card in japan,international_fees
what are the international transaction fees on my amex,international_fees
will i be charged if i use my card in canada,international_fees
what are the foreign transaction fees for cuba,international_fees
i want to know if there is any transaction fee using washington federal card when i am in canada,international_fees
will my discover card ding me with transaction fees if i'm in aruba,international_fees
will i be charged if i use the card in france,international_fees
how much are the international transaction fees for my chase card,international_fees
what are the international transaction fees for my chase card,international_fees
"i would like to know if there are any fees for using my capital one card in london, england",international_fees
what documents to i need to go to egypt,international_visa
do i need a visa to go to cuba,international_visa
do i need a visa to go to greece,international_visa
will i need a visa to go to moldova,international_visa
would i need a tourist visa for brazil,international_visa
do i need a visa to go to somewhere internationally,international_visa
does mexico require an international visa,international_visa
to vacation to tel aviv do i need a travel visa,international_visa
"i'm going to be going to canada soon, do they require a visa for entry",international_visa
"for travel to argentina, do i need to get a travel visa",international_visa
what is the procedure to jump start a car,jump_start
what do i do to jump start my car,jump_start
can you tell me how to jump start the car,jump_start
"my car needs to be jump started, guide me through it",jump_start
how do i fix a dead car battery,jump_start
can you tell me how to jump my car,jump_start
i need to know how to jump start my car,jump_start
"if my car battery is dead, what action do i need to do",jump_start
how do i jump start my vehicle,jump_start
what should i do if my car battery dies,jump_start
was my last oil change on wednesday,last_maintenance
what day did i change my oil,last_maintenance
do you remember when i last changed my oil,last_maintenance
when did i last take my car in for maintenance,last_maintenance
when did i take my car to the mechanic,last_maintenance
please tell me the last time i took my car to the shop,last_maintenance
i need you to look up the date of my car's last visit to the shop,last_maintenance
when was my last car service date,last_maintenance
when was my most recent oil change,last_maintenance
when did i most recently have my car in the shop,last_maintenance
it appears that my luggage has vanished,lost_luggage
my luggage has not arrived and i would like assistance locating it,lost_luggage
where do i begin the process of reporting my luggage lost,lost_luggage
what if i lost my luggage,lost_luggage
i lost my luggage coming from chicago on delta flight ab123,lost_luggage
i need to find my luggage,lost_luggage
im at lax and my bags aren't,lost_luggage
"where are my bags, not here at the airport",lost_luggage
i'm in baggage claim at the airport and my luggage didn't make it,lost_luggage
i can't find my luggage anywhere and there's no more on the conveyor,lost_luggage
i am going to call the landlord,make_call
call work,make_call
call sandra right now,make_call
phone sarah,make_call
dial x's phone please,make_call
call mark,make_call
call jim,make_call
i must call roderick,make_call
call my mother,make_call
please dial christie's number,make_call
it depends,maybe
i don't have a clue,maybe
"no idea, sorry",maybe
"sorry, i do not know",maybe
really dont know,maybe
possibly,maybe
i don't know for sure,maybe
i'm unsure of the answer,maybe
im not sure,maybe
i haven't the foggiest,maybe
can you tell me a good indian dish to make,meal_suggestion
what meal from italy do you suggest,meal_suggestion
i'd like an italian meal suggestion,meal_suggestion
give me some options on what to cook for dinner,meal_suggestion
what type of pizzas are available for dinner,meal_suggestion
"i can't decide on dinner, what do you suggest",meal_suggestion
i need a suggestion for a dinner recipe,meal_suggestion
do you have any good recommendations for swiss cuisine,meal_suggestion
go ahead and give me a suggestion for what to make for dinner,meal_suggestion
i need a mexican meal suggesstion,meal_suggestion
what does life mean on a deeper level,meaning_of_life
what's the purpose of life,meaning_of_life
what is our purpose here on earth,meaning_of_life
life has what meaning or what's the secret to it,meaning_of_life
can you share with me your interpretation of the meaning of life,meaning_of_life
what is the point of life,meaning_of_life
does my life have meaning,meaning_of_life
what is the underlying purpose to life,meaning_of_life
can you tell me the meaning of life,meaning_of_life
tell the meaning of life,meaning_of_life
how many tablespoons and teaspoons is one cup,measurement_conversion
what is the conversion of inches to centimeters,measurement_conversion
how many kilos are in 10 pounds,measurement_conversion
how many centimeters are in an inch,measurement_conversion
how do you convert millimeters to decimeters,measurement_conversion
how many centimeters are one inch,measurement_conversion
convert inch to cm,measurement_conversion
how do you convert pounds to kilos,measurement_conversion
how many miles is five kilometers,measurement_conversion
how many teaspoons in a cup,measurement_conversion
what meetings do i have today between noon and one,meeting_schedule
what's on my meeting schedule today,meeting_schedule
when is my meeting with dan scheduled for,meeting_schedule
"tell me my scheduled meetings for today only, please",meeting_schedule
when is today's meeting with john,meeting_schedule
what meetings do i have scheduled today,meeting_schedule
are there meetings schedules today between noon and one,meeting_schedule
do i have many meetings today between 2 and 4,meeting_schedule
are any meetings scheduled for today,meeting_schedule
when is my meeting with roger,meeting_schedule
what is the minimum payment for my credit card bill,min_payment
how tiny a payment can i make on electric bill,min_payment
please lookup the minimum i need to pay on my credit card,min_payment
what is my bill's minimum payment,min_payment
what's the least i can pay on the medical payments for february,min_payment
what's the least amount i need to pay on the electric bill,min_payment
inform me the lowest amount i can pay for my cable bill,min_payment
what is the lowest amount i can pay for my cable bill,min_payment
"the bill's minimum payment, what is it",min_payment
what is the lowest amount i can pay for my electric bill,min_payment
my mpg is how much,mpg
what gas mileage does my car get,mpg
tell me what this cars highway mpg is,mpg
what's my current mpg,mpg
what's the mileage on my car,mpg
how many miles per gallon do i get,mpg
what's the fuel economy of my car,mpg
how many mpg does this rig get when i'm in the city,mpg
what kind of mileage do i get out of gas,mpg
what kind of gas mileage do i get,mpg
i would like to apply for a bank of america travel rewards credit card,new_card
is this how i apply for a discover card,new_card
tell me the process of applying for a apollo card,new_card
how do i apply for a barclay's card,new_card
what if you want to obtain a new credit card,new_card
how do i get a new credit card sent to me,new_card
what's the procedure to apply for a new credit card,new_card
can you help me apply for a visa card,new_card
can you tell me how to apply for a western card,new_card
